aonly_AA	aonly_DA	
2154.6	619.17
2702.6	875.17
3123.6	985.18
3721.6	1226.2
4174.6	1343.2
4946.6	1662.2
5490.6	1804.2
6357.6	2073.2
6808.5	2099.2
7505.5	2227.2
7781.5	2432.2
8124.5	2516.2
8188.5	2504.2
8254.5	2519.2
8211.5	2493.2
7658.5	2467.2
7382.4	2175.2
6516.4	1965.2
6120.4	1810.2
5015.4	1653.3
4484.4	1345.3
3484.4	941.26
3040.4	874.27
2265.4	740.27
1868.4	558.27
1359.3	368.28
1114.3	293.28
797.32	278.29
670.3	258.29
505.29	265.3
419.28	214.3
316.27	151.31
483.75	200.14
542.74	189.14
639.72	199.15
735.71	227.15
873.7	272.16
991.69	365.16
1233.7	387.16
1461.7	435.17
1900.7	574.17
2143.6	692.18
2694.6	743.18
3138.6	849.19
3719.6	1247.2
4140.6	1421.2
4922.6	1616.2
5488.6	1972.2
6303.6	1962.2
6762.5	2093.2
7434.5	2228.2
7748.5	2357.2
8106.5	2427.2
8168.5	2453.2
8248.5	2467.2
8086.5	2433.2
7673.5	2398.2
7387.4	2197.2
6552.4	2086.3
6134.4	1890.3
5041.4	1602.3
4493.4	1286.3
3510.4	1063.3
3090.4	845.27
2278.4	703.28
1895.4	534.28
1373.3	435.29
1125.3	371.29
802.32	351.3
678.3	338.3
504.29	276.3
425.28	225.31
323.27	207.31
486.75	119.15
538.74	165.15
640.72	284.16
734.71	264.16
874.7	244.16
998.69	359.17
1238.7	451.17
1461.7	599.18
1896.7	674.18
2140.6	748.19
2691.6	787.19
3114.6	971.19
3718.6	1276.2
4124.6	1346.2
4873.6	1686.2
5471.6	1989.2
6269.6	2006.2
6732.5	2221.2
7412.5	2297.2
7688.5	2377.2
8091.5	2452.2
8164.5	2534.2
8207.5	2551.2
7971.5	2445.2
7723.5	2343.3
7396.4	2204.3
6578.4	2078.3
6160.4	1886.3
5086.4	1499.3
4504.4	1358.3
3548.4	1262.3
3104.4	898.28
2305.4	806.29
1920.4	512.29
1387.3	525.3
1147.3	419.3
809.32	314.3
686.3	274.31
510.29	261.31
427.28	159.32
323.27	183.32
486.75	179.15
531.74	235.16
633.72	219.16
725.71	229.17
884.7	247.17
987.69	367.18
1238.7	422.18
1456.7	494.19
1880.7	608.19
2129.6	788.19
2692.6	799.2
3079.6	888.2
3712.6	1310.2
4137.6	1327.2
4853.6	1607.2
5454.6	1788.2
6265.6	2108.2
6715.5	2303.2
7388.5	2310.2
7664.5	2341.2
8058.5	2546.2
8207.5	2568.2
8178.5	2569.3
8135.5	2438.3
7664.5	2327.3
7401.4	2234.3
6584.4	2088.3
6188.4	1972.3
5095.4	1589.3
4545.4	1549.3
3558.4	1152.3
3083.4	957.29
2315.4	741.29
1915.4	583.3
1394.3	499.3
1164.3	294.31
815.32	274.31
685.3	245.32
525.29	234.32
423.28	189.33
328.27	190.33
486.75	145.16
540.74	266.17
640.72	204.17
726.71	205.18
884.7	280.18
988.69	338.18
1220.7	378.19
1455.7	419.19
1872.7	616.2
2122.6	727.2
2675.6	906.21
3063.6	919.21
3671.6	1162.2
4107.6	1519.2
4844.6	1704.2
5396.6	1766.2
6224.6	2135.2
6671.5	2230.2
7310.5	2389.2
7641.5	2438.2
8008.5	2556.3
8092.5	2531.3
8148.5	2526.3
8144.5	2508.3
7662.5	2457.3
7415.4	2311.3
6588.4	2115.3
6170.4	1907.3
5092.4	1666.3
4545.4	1545.3
3586.4	1181.3
3115.4	1050.3
2328.4	686.3
1925.4	629.31
1411.3	416.31
1168.3	281.32
826.32	263.32
689.3	280.32
519.29	248.33
436.28	224.33
327.27	181.34
480.75	105.17
540.74	207.17
630.73	203.18
725.71	196.18
873.7	260.19
986.69	342.19
1215.7	385.2
1446.7	460.2
1862.7	609.21
2116.6	613.21
2657.6	866.21
3045.6	930.22
3645.6	1084.2
4091.6	1491.2
4813.6	1653.2
5356.6	1825.2
6160.6	2008.2
6609.5	2092.2
7282.5	2331.2
7589.5	2439.3
7939.5	2422.3
8062.5	2495.3
8116.5	2583.3
8119.5	2586.3
7676.5	2470.3
7400.4	2352.3
6580.4	2166.3
6180.4	1895.3
5102.4	1637.3
4553.4	1399.3
3598.4	1244.3
3165.4	1065.3
2347.4	668.31
1939.4	631.32
1428.3	421.32
1174.3	388.32
836.32	328.33
696.3	279.33
516.29	245.34
446.28	215.34
330.27	165.35
482.75	164.18
532.74	163.18
620.73	167.19
720.71	188.19
865.7	202.2
977.69	379.2
1206.7	416.2
1428.7	524.21
1853.7	550.21
2107.6	593.22
2631.6	702.22
3022.6	861.23
3632.6	1186.2
4053.6	1247.2
4756.6	1428.2
5329.6	1806.2
6113.6	1896.2
6555.5	2080.3
7241.5	2181.3
7533.5	2296.3
7901.5	2351.3
8093.5	2509.3
8083.5	2679.3
8085.5	2587.3
7660.5	2327.3
7375.4	2320.3
6580.4	2155.3
6211.4	1988.3
5140.4	1578.3
4580.4	1366.3
3611.4	1156.3
3186.4	995.31
2367.4	661.32
1949.4	647.32
1436.3	500.33
1182.3	420.33
841.32	370.34
703.3	224.34
522.29	210.35
443.28	196.35
337.27	180.35
488.75	182.19
529.74	193.19
622.73	212.2
715.71	219.2
863.7	225.2
965.69	342.21
1184.7	408.21
1412.7	580.22
1846.7	639.22
2092.6	713.23
2599.6	753.23
2998.6	985.23
3600.6	1192.2
3991.6	1382.2
4704.6	1543.2
5291.6	1943.3
6090.6	1928.3
6514.5	2206.3
7160.5	2289.3
7486.5	2341.3
7882.5	2498.3
8061.5	2505.3
8048.5	2554.3
8035.5	2582.3
7628.5	2375.3
7364.4	2294.3
6583.4	1995.3
6213.4	1848.3
5172.4	1535.3
4600.4	1409.3
3641.4	1148.3
3188.4	967.32
2389.4	719.33
1958.4	680.33
1444.3	503.34
1189.3	351.34
847.32	262.34
707.3	239.35
527.29	228.35
442.28	210.36
340.27	234.36
481.75	143.19
526.74	161.2
614.73	251.2
712.71	220.21
855.7	189.21
954.69	336.22
1184.7	371.22
1403.7	541.23
1833.7	676.23
2070.6	709.23
2584.6	806.24
2974.6	1011.2
3559.6	1298.2
3983.6	1355.3
4675.6	1554.3
5260.6	1692.3
6057.6	2015.3
6478.5	2099.3
7156.5	2193.3
7417.5	2268.3
7811.5	2452.3
8019.5	2577.3
8011.5	2525.3
8004.5	2411.3
7631.5	2347.3
7343.4	2192.3
6559.4	2091.3
6203.4	1899.3
5166.4	1545.3
4609.4	1325.3
3658.4	1182.3
3209.4	1036.3
2417.4	636.34
1970.4	580.34
1456.3	482.34
1201.3	333.35
855.32	290.35
710.3	266.36
527.29	262.36
450.28	175.37
331.27	201.37
469.75	190.2
521.74	196.21
601.73	254.21
696.71	226.22
844.7	195.22
948.69	254.22
1176.7	416.23
1390.7	488.23
1801.7	578.24
2043.6	627.24
2560.6	873.25
2939.6	1003.3
3514.6	1204.3
3962.6	1260.3
4659.6	1453.3
5243.6	1533.3
6005.6	1869.3
6405.5	2053.3
7085.5	2179.3
7388.5	2357.3
7758.5	2435.3
7998.5	2516.3
7987.5	2440.3
8002.5	2297.3
7612.5	2274.3
7318.4	2191.3
6587.4	2137.3
6226.4	2029.3
5157.4	1589.3
4609.4	1333.3
3661.4	1237.3
3208.4	981.34
2433.4	612.34
1989.4	509.35
1461.3	448.35
1215.3	338.36
851.32	328.36
712.3	282.36
540.29	251.37
447.28	167.37
334.27	106.38
462.75	255.21
516.74	245.22
600.73	217.22
689.71	205.22
835.7	217.23
945.69	232.23
1168.7	472.24
1377.7	499.24
1764.7	502.25
2022.6	593.25
2523.6	842.25
2925.6	945.26
3478.6	1135.3
3911.6	1272.3
4630.6	1425.3
5200.6	1622.3
5939.6	1750.3
6373.5	2113.3
7023.5	2241.3
7383.5	2401.3
7734.5	2461.3
7925.5	2403.3
7956.5	2402.3
7875.5	2363.3
7612.5	2310.3
7309.4	2312.3
6618.4	2125.3
6190.4	1980.3
5174.4	1644.3
4615.4	1462.3
3653.4	1176.3
3219.4	936.35
2426.4	692.35
2009.4	531.36
1464.3	445.36
1206.3	390.36
851.32	302.37
720.3	231.37
541.29	188.38
449.28	163.38
341.27	79.386
464.75	211.22
514.74	205.22
603.73	183.23
688.71	165.23
829.7	201.24
940.69	343.24
1157.7	431.25
1371.7	519.25
1750.7	540.25
2015.6	631.26
2503.6	747.26
2910.6	884.27
3474.6	1273.3
3869.6	1346.3
4587.6	1523.3
5150.6	1691.3
5887.6	1903.3
6353.5	2110.3
6987.5	2211.3
7357.5	2241.3
7708.5	2413.3
7857.5	2424.3
7924.5	2493.3
7727.5	2461.3
7602.5	2425.3
7308.4	2375.3
6612.4	2200.3
6149.4	1847.3
5183.4	1674.3
4612.4	1526.3
3664.4	1039.4
3235.4	1033.4
2413.4	753.36
2017.4	579.36
1477.3	452.37
1204.3	455.37
863.32	286.38
724.3	172.38
535.29	150.39
452.28	130.39
341.27	131.39
465.75	187.23
514.74	177.23
597.73	175.24
680.71	233.24
824.7	273.24
933.69	368.25
1143.7	393.25
1369.7	440.26
1753.7	528.26
2013.6	672.27
2505.6	811.27
2878.6	1090.3
3483.6	1142.3
3865.6	1239.3
4557.6	1561.3
5134.6	1657.3
5865.6	1989.3
6304.5	2137.3
6955.5	2223.3
7318.5	2341.3
7669.5	2407.3
7858.5	2491.3
7910.5	2475.3
7740.5	2440.3
7561.5	2329.3
7301.4	2290.3
6592.4	2135.3
6184.4	2051.3
5167.4	1612.3
4601.4	1501.4
3684.4	1018.4
3228.4	944.36
2417.4	829.37
2012.4	702.37
1493.3	365.38
1227.3	364.38
874.32	320.38
719.31	259.39
543.29	189.39
448.28	169.4
338.27	128.4
461.75	175.24
506.74	226.24
600.73	238.24
677.71	236.25
827.7	212.25
921.69	300.26
1142.7	410.26
1360.7	414.27
1748.7	585.27
2008.6	720.27
2489.6	821.28
2857.6	960.28
3430.6	1090.3
3866.6	1155.3
4557.6	1529.3
5120.6	1681.3
5856.6	1913.3
6303.5	2062.3
6942.5	2340.3
7301.5	2391.3
7647.5	2361.3
7843.5	2441.3
7868.5	2461.3
7882.5	2490.3
7577.5	2344.3
7312.4	2251.3
6582.4	2005.3
6201.4	1989.4
5201.4	1482.4
4637.4	1432.4
3665.4	1179.4
3223.4	1023.4
2446.4	717.38
1999.4	603.38
1493.3	393.38
1221.3	328.39
870.32	342.39
723.31	318.4
545.29	194.4
447.28	160.41
341.27	104.41
458.75	187.24
502.74	258.25
599.73	267.25
684.71	232.26
816.7	207.26
910.69	314.27
1141.7	434.27
1352.7	453.27
1752.7	565.28
1994.6	658.28
2483.6	921.29
2878.6	914.29
3425.6	1099.3
3846.6	1177.3
4545.6	1526.3
5133.6	1753.3
5827.6	1822.3
6285.5	1920.3
6923.5	2309.3
7246.5	2295.3
7665.5	2389.3
7810.5	2387.3
7890.5	2414.3
7785.5	2454.3
7567.5	2387.3
7290.4	2219.4
6592.4	1969.4
6192.4	1796.4
5189.4	1542.4
4635.4	1333.4
3684.4	1254.4
3247.4	1084.4
2457.4	653.38
2012.4	528.39
1476.3	461.39
1220.3	364.4
871.32	341.4
721.31	298.41
547.29	219.41
447.28	159.41
344.27	137.42
456.75	199.25
503.74	214.26
587.73	239.26
680.71	261.26
804.7	296.27
911.69	374.27
1144.7	432.28
1350.7	500.28
1751.7	512.29
1978.6	581.29
2472.6	928.29
2880.6	1059.3
3433.6	1114.3
3824.6	1245.3
4541.6	1582.3
5120.6	1737.3
5828.6	1804.3
6254.5	1880.3
6921.5	2132.3
7241.5	2176.3
7660.5	2386.3
7819.5	2379.3
7883.5	2353.3
7749.5	2334.4
7560.5	2335.4
7265.4	2173.4
6576.4	2036.4
6164.4	1773.4
5187.4	1667.4
4616.4	1341.4
3674.4	1178.4
3259.4	999.39
2446.4	772.39
2015.4	597.4
1478.3	488.4
1224.3	410.4
873.32	325.41
718.31	264.41
545.29	210.42
448.28	156.42
347.27	164.43
451.75	190.26
504.74	175.26
580.73	246.27
674.71	272.27
804.7	299.28
918.69	311.28
1144.7	426.29
1347.7	518.29
1745.7	570.29
1974.6	625.3
2463.6	703.3
2857.6	1027.3
3424.6	1135.3
3831.6	1260.3
4550.6	1596.3
5094.6	1621.3
5855.6	1773.3
6248.5	1959.3
6942.5	2059.3
7277.5	2159.3
7628.5	2248.3
7835.5	2339.4
7832.5	2334.4
7864.5	2290.4
7552.5	2247.4
7244.4	2156.4
6535.4	2067.4
6156.4	1876.4
5200.4	1583.4
4610.4	1474.4
3650.4	1189.4
3235.4	935.4
2447.4	882.4
2000.4	620.4
1487.3	517.41
1223.3	421.41
870.32	309.42
712.31	270.42
537.29	112.43
450.28	105.43
345.27	103.43
445.75	164.27
501.74	163.27
587.73	237.28
686.71	291.28
808.7	274.28
918.69	297.29
1134.7	315.29
1341.7	477.3
1747.7	598.3
1980.6	741.31
2473.6	900.31
2864.6	983.32
3424.6	1073.3
3858.6	1212.3
4551.6	1427.3
5110.6	1574.3
5852.6	1730.3
6274.5	1910.3
6955.5	2036.3
7267.5	2179.4
7632.5	2305.4
7793.5	2353.4
7826.5	2350.4
7860.5	2258.4
7519.5	2169.4
7214.4	2119.4
6519.4	2053.4
6167.4	1878.4
5175.4	1633.4
4604.4	1478.4
3679.4	1194.4
3212.4	946.4
2461.4	764.41
2000.4	525.41
1474.3	498.42
1215.3	328.42
865.32	310.43
701.31	311.43
532.29	126.43
450.28	129.44
339.27	124.44
456.75	212.28
501.74	179.28
581.73	186.28
682.71	257.29
812.7	261.29
924.69	299.3
1138.7	363.3
1353.7	500.31
1746.7	560.31
1992.6	710.31
2488.6	888.32
2863.6	945.32
3446.6	1193.3
3858.6	1249.3
4544.6	1548.3
5106.6	1741.3
5833.6	1886.3
6278.5	2004.3
6955.5	2076.4
7244.5	2205.4
7647.5	2369.4
7803.5	2407.4
7843.5	2476.4
7882.5	2381.4
7540.5	2230.4
7259.4	2055.4
6567.4	2020.4
6142.4	1848.4
5176.4	1688.4
4569.4	1323.4
3675.4	1153.4
3222.4	976.41
2426.4	685.42
1999.4	521.42
1479.3	467.42
1220.3	354.43
866.32	387.43
702.31	377.44
530.29	172.44
449.28	138.45
344.27	136.45
455.75	239.28
494.74	247.29
578.73	189.29
671.71	196.3
807.7	296.3
918.69	336.31
1131.7	434.31
1355.7	501.31
1732.7	523.32
2003.6	610.32
2503.6	752.33
2873.6	957.33
3455.6	1246.3
3866.6	1224.3
4536.6	1674.3
5128.6	1791.3
5839.6	1899.4
6299.5	1970.4
6962.5	2178.4
7251.5	2241.4
7639.5	2334.4
7857.5	2428.4
7857.5	2566.4
7857.5	2333.4
7533.5	2297.4
7244.4	2194.4
6596.4	2046.4
6143.4	1961.4
5170.4	1676.4
4578.4	1370.4
3666.4	1229.4
3196.4	923.42
2401.4	731.42
1981.4	561.43
1466.3	491.43
1214.3	478.44
859.32	335.44
701.31	284.45
539.29	154.45
442.28	136.45
335.27	140.46
446.75	203.29
491.74	286.3
576.73	236.3
663.71	183.3
800.7	318.31
913.69	352.31
1127.7	396.32
1347.7	461.32
1731.7	538.33
2000.6	624.33
2503.6	786.34
2888.6	982.34
3461.6	1100.3
3873.6	1191.3
4549.6	1522.4
5146.6	1641.4
5861.6	1720.4
6326.5	1820.4
6955.5	2248.4
7295.5	2288.4
7637.5	2337.4
7860.5	2433.4
7853.5	2529.4
7846.5	2196.4
7531.5	2290.4
7226.4	2393.4
6550.4	2069.4
6137.4	2071.4
5168.4	1656.4
4570.4	1585.4
3646.4	1286.4
3181.4	864.43
2397.4	805.43
1965.4	569.44
1452.3	542.44
1206.3	538.44
851.32	234.45
704.31	178.45
537.29	134.46
438.28	133.46
329.27	154.47
446.75	213.3
494.74	217.3
572.73	213.31
669.71	223.31
800.7	261.32
913.69	288.32
1131.7	411.33
1348.7	502.33
1740.7	554.33
1988.6	709.34
2496.6	887.34
2889.6	967.35
3462.6	1044.4
3875.6	1389.4
4574.6	1407.4
5137.6	1660.4
5879.6	1749.4
6328.5	1916.4
6944.5	2229.4
7334.5	2322.4
7665.5	2511.4
7832.5	2498.4
7850.5	2490.4
7869.5	2404.4
7549.5	2353.4
7256.4	2277.4
6507.4	1981.4
6107.4	1898.4
5164.4	1703.4
4542.4	1524.4
3629.4	1054.4
3193.4	927.44
2395.4	826.44
1961.4	614.44
1458.3	544.45
1208.3	528.45
848.32	348.46
707.31	306.46
524.29	232.47
440.28	106.47
334.27	164.47
448.75	177.31
495.74	212.31
570.73	227.32
689.71	246.32
798.7	261.33
906.69	305.33
1122.7	365.33
1353.7	397.34
1725.7	591.34
1977.6	703.35
2500.6	813.35
2878.6	922.36
3429.6	1039.4
3891.6	1345.4
4576.6	1523.4
5132.6	1730.4
5908.6	1816.4
6316.5	1910.4
6960.5	2098.4
7345.5	2248.4
7693.5	2548.4
7886.5	2522.4
7868.5	2462.4
7849.5	2417.4
7533.5	2389.4
7258.4	2319.4
6544.4	2161.4
6112.4	1839.4
5145.4	1734.4
4573.4	1441.4
3633.4	1195.4
3177.4	972.44
2391.4	744.45
1957.4	614.45
1469.3	510.46
1209.3	393.46
847.32	322.47
693.31	282.47
525.29	208.47
438.28	111.48
333.27	186.48
441.75	179.32
485.74	232.32
570.73	222.32
668.71	200.33
797.7	218.33
903.69	375.34
1125.7	354.34
1350.7	413.35
1734.7	588.35
1982.6	655.36
2487.6	886.36
2872.6	956.36
3451.6	1063.4
3865.6	1215.4
4596.6	1590.4
5137.6	1706.4
5901.6	1899.4
6333.5	1982.4
6993.5	2064.4
7348.5	2169.4
7702.5	2463.4
7911.5	2548.4
7903.5	2419.4
7921.5	2324.4
7544.5	2307.4
7232.4	2275.4
6519.4	2213.4
6102.4	1894.4
5124.4	1554.4
4544.4	1251.4
3632.4	1083.4
3177.4	936.45
2383.4	798.46
1947.4	556.46
1443.3	413.46
1202.3	310.47
845.32	287.47
698.31	220.48
516.29	147.48
439.28	106.49
330.27	163.49
440.75	191.32
478.74	225.33
562.73	179.33
655.71	167.34
789.7	183.34
891.69	321.35
1131.7	400.35
1337.7	523.35
1724.7	555.36
1977.6	592.36
2477.6	894.37
2877.6	1008.4
3452.6	1123.4
3859.6	1192.4
4587.6	1525.4
5157.6	1618.4
5897.6	1829.4
6325.5	2108.4
6990.5	2167.4
7335.5	2261.4
7703.5	2389.4
7907.5	2488.4
7915.5	2421.4
7825.5	2279.4
7552.5	2194.4
7240.4	2101.4
6485.4	2004.4
6083.4	1910.4
5134.4	1492.4
4508.4	1237.5
3635.4	1007.5
3158.4	932.46
2368.4	862.46
1946.4	512.47
1437.3	391.47
1184.3	355.48
848.32	266.48
693.31	204.49
512.29	148.49
438.28	97.495
322.27	111.5
435.75	153.33
479.74	179.34
554.73	150.34
654.71	192.34
780.7	201.35
878.69	212.35
1118.7	421.36
1321.7	547.36
1697.7	554.37
1969.6	561.37
2468.6	713.38
2870.6	971.38
3413.6	1173.4
3852.6	1231.4
4566.6	1472.4
5150.6	1602.4
5887.6	1732.4
6308.5	2130.4
6977.5	2257.4
7307.5	2419.4
7708.5	2403.4
7885.5	2379.4
7907.5	2448.4
7677.5	2329.4
7524.5	2200.4
7244.4	2037.4
6496.4	1865.4
6080.4	1848.5
5137.4	1677.5
4497.4	1401.5
3628.4	1180.5
3135.4	955.47
2361.4	753.47
1940.4	516.48
1440.3	468.48
1171.3	404.49
843.32	241.49
680.31	217.49
512.29	193.5
428.28	118.5
319.27	98.507
422.75	99.34
479.74	106.34
555.73	173.35
643.71	175.35
774.7	173.36
877.69	311.36
1093.7	366.37
1305.7	561.37
1679.7	607.37
1958.6	634.38
2448.6	755.38
2838.6	889.39
3384.6	1112.4
3816.6	1153.4
4551.6	1410.4
5108.6	1652.4
5843.6	1952.4
6297.5	2044.4
6977.5	2322.4
7276.5	2346.4
7699.5	2453.4
7860.5	2399.4
7889.5	2364.4
7693.5	2424.4
7484.5	2333.4
7207.5	2263.4
6517.4	1948.5
6084.4	1887.5
5106.4	1685.5
4491.4	1305.5
3607.4	908.47
3125.4	778.48
2357.4	633.48
1922.4	502.48
1424.3	495.49
1169.3	344.49
827.32	261.5
676.31	233.5
507.29	202.51
417.28	179.51
324.27	151.52
421.75	91.348
470.74	90.352
553.73	177.36
634.71	223.36
762.7	270.37
880.69	365.37
1085.7	360.37
1282.7	423.38
1666.7	530.38
1912.6	616.39
2418.6	751.39
2797.6	1027.4
3378.6	1083.4
3796.6	1209.4
4508.6	1458.4
5071.6	1685.4
5782.6	1928.4
6251.5	1943.4
6940.5	2256.4
7268.5	2425.4
7646.5	2467.4
7825.5	2431.4
7819.5	2396.4
7781.5	2425.4
7495.5	2421.5
7187.5	2232.5
6471.4	2049.5
6042.4	1839.5
5089.4	1670.5
4469.4	1370.5
3596.4	1064.5
3100.4	776.48
2331.4	692.49
1921.4	538.49
1417.3	373.5
1170.3	325.5
818.32	306.51
669.31	227.51
502.29	212.51
419.28	190.52
323.27	159.52
421.75	111.36
468.74	80.36
536.73	178.36
630.71	295.37
759.7	340.37
854.69	341.38
1066.7	333.38
1268.7	343.39
1615.7	428.39
1887.6	605.4
2383.6	711.4
2771.6	935.4
3324.6	1013.4
3745.6	1233.4
4450.6	1451.4
5002.6	1649.4
5725.6	1907.4
6165.5	1974.4
6834.5	2252.4
7218.5	2443.4
7587.5	2465.4
7793.5	2476.4
7759.5	2472.5
7762.5	2443.5
7428.5	2381.5
7117.5	2164.5
6416.4	2019.5
5974.4	1836.5
5059.4	1626.5
4447.4	1396.5
3553.4	1284.5
3070.4	843.49
2305.4	737.5
1898.4	554.5
1402.3	358.5
1147.3	334.51
810.32	353.51
665.31	311.52
494.29	182.52
412.28	174.53
319.27	167.53
410.75	141.36
457.74	99.368
524.73	159.37
614.71	294.38
740.7	303.38
821.69	304.39
1034.7	332.39
1244.7	384.39
1575.7	458.4
1846.6	619.4
2319.6	704.41
2715.6	772.41
3230.6	1004.4
3654.6	1193.4
4357.6	1389.4
4912.6	1558.4
5607.6	1829.4
6054.5	1934.4
6710.5	2144.4
7068.5	2254.4
7458.5	2400.5
7591.5	2446.5
7637.5	2426.5
7612.5	2405.5
7317.5	2300.5
6996.5	2243.5
6309.4	1930.5
5890.4	1903.5
4977.4	1578.5
4379.4	1352.5
3489.4	1204.5
3028.4	935.5
2275.4	649.5
1862.4	552.51
1367.3	408.51
1127.3	331.52
789.32	331.52
649.31	341.53
493.29	154.53
405.28	146.53
306.27	139.54
394.75	169.37
439.74	160.38
512.73	111.38
587.71	224.39
701.7	259.39
802.69	297.39
992.68	403.4
1197.7	415.4
1526.7	558.41
1770.6	586.41
2226.6	724.42
2617.6	873.42
3127.6	1115.4
3531.6	1199.4
4226.6	1393.4
4766.6	1496.4
5421.6	1601.4
5894.5	1729.4
6539.5	1863.5
6854.5	2062.5
7236.5	2275.5
7355.5	2323.5
7430.5	2282.5
7400.5	2244.5
7138.5	2274.5
6796.5	2302.5
6146.4	1915.5
5759.4	1907.5
4848.4	1531.5
4262.4	1367.5
3414.4	1085.5
2963.4	1044.5
2224.4	596.51
1812.4	577.52
1329.3	331.52
1109.3	310.53
767.32	259.53
630.31	210.53
485.29	174.54
399.28	124.54
297.27	75.547
385.75	152.38
426.74	107.38
489.73	61.389
566.71	110.39
668.7	149.4
784.69	255.4
950.68	409.41
1141.7	416.41
1443.7	469.42
1692.6	534.42
2133.6	649.42
2516.6	773.43
3024.6	1151.4
3396.6	1172.4
4076.6	1361.4
4570.6	1567.4
5227.6	1784.5
5691.5	1826.5
6304.5	1929.5
6641.5	2073.5
6987.5	2248.5
7226.5	2207.5
7204.5	2149.5
7181.5	2195.5
6889.5	2261.5
6555.5	2156.5
5969.4	1830.5
5578.4	1780.5
4714.4	1403.5
4142.4	1316.5
3323.4	1163.5
2881.4	875.52
2162.4	778.52
1754.4	550.52
1306.3	292.53
1076.3	263.53
755.32	216.54
618.31	207.54
464.29	208.55
387.28	213.55
297.27	174.56
360.75	150.39
406.74	124.39
478.73	117.4
538.71	111.4
638.7	97.406
743.69	271.41
918.68	316.41
1078.7	430.42
1389.7	453.42
1610.6	556.43
2035.6	635.43
2398.6	712.44
2878.6	969.44
3241.6	1039.4
3878.6	1195.4
4392.6	1465.5
5005.6	1614.5
5467.5	1731.5
6063.5	1883.5
6352.5	2028.5
6703.5	2062.5
6836.5	2081.5
6938.5	2109.5
6909.5	2111.5
6630.5	2106.5
6376.5	1948.5
5750.4	1745.5
5357.4	1612.5
4540.4	1387.5
3984.4	1064.5
3193.4	1038.5
2780.4	848.52
2103.4	736.53
1693.4	532.53
1264.3	401.54
1052.3	282.54
732.32	217.55
590.31	187.55
460.29	153.55
380.28	183.56
285.27	181.56
336.75	155.4
380.74	190.4
443.73	192.4
511.71	169.41
600.7	127.41
684.69	237.42
851.68	275.42
1017.7	386.43
1285.7	421.43
1496.6	571.44
1895.6	638.44
2244.6	718.44
2657.6	801.45
3013.6	946.45
3609.6	1019.5
4116.6	1217.5
4674.6	1466.5
5106.5	1599.5
5681.5	1714.5
5965.5	1902.5
6305.5	1932.5
6439.5	1990.5
6505.5	2050.5
6502.5	1975.5
6243.5	1906.5
6023.5	1774.5
5398.4	1695.5
5047.4	1490.5
4298.4	1321.5
3768.4	1076.5
3007.4	864.53
2610.4	809.53
1983.4	522.54
1609.4	489.54
1199.3	493.55
1003.3	294.55
697.32	224.55
566.31	166.56
440.29	118.56
363.28	115.57
272.27	140.57
311.75	137.4
346.74	178.41
399.73	175.41
466.71	178.42
544.7	168.42
627.69	166.43
772.68	303.43
925.67	301.43
1152.7	319.44
1365.6	461.44
1706.6	528.45
2036.6	661.45
2402.6	737.46
2738.6	895.46
3292.6	955.47
3741.6	1082.5
4249.6	1535.5
4679.5	1561.5
5172.5	1612.5
5449.5	1779.5
5772.5	1885.5
5984.5	1889.5
5970.5	1896.5
5990.5	1848.5
5751.5	1791.5
5505.5	1602.5
4946.4	1590.5
4655.4	1368.5
3966.4	1192.5
3479.4	1168.5
2791.4	810.54
2421.4	715.54
1830.4	440.54
1491.4	448.55
1121.3	449.55
933.33	283.56
650.32	234.56
527.31	176.57
408.29	140.57
340.28	118.58
256.27	145.58
279.75	100.41
312.74	94.417
362.73	130.42
410.71	167.43
483.7	174.43
569.69	179.43
695.68	271.44
820.67	262.44
1031.7	253.45
1228.6	306.45
1518.6	355.46
1816.6	509.46
2150.6	639.46
2454.6	776.47
2952.6	953.47
3347.6	1111.5
3813.6	1471.5
4227.5	1480.5
4646.5	1607.5
4885.5	1694.5
5193.5	1733.5
5383.5	1742.5
5400.5	1754.5
5386.5	1765.5
5211.5	1725.5
4962.5	1409.5
4467.4	1403.5
4223.4	1205.5
3591.4	1172.5
3160.4	855.54
2539.4	781.54
2218.4	735.55
1675.4	503.55
1360.4	459.56
1031.3	415.56
857.33	319.57
599.32	287.57
481.31	200.57
380.29	128.58
319.28	127.58
238.27	149.59
249.75	56.42
287.74	115.42
331.73	108.43
374.71	105.43
439.7	167.44
512.69	193.44
622.68	241.45
752.67	246.45
938.65	252.46
1100.6	317.46
1386.6	403.46
1655.6	473.47
1933.6	629.47
2210.6	795.48
2650.6	886.48
3034.6	978.49
3461.6	1119.5
3801.5	1243.5
4221.5	1337.5
4441.5	1422.5
4728.5	1484.5
4807.5	1534.5
4882.5	1517.5
4806.5	1479.5
4724.5	1428.5
4523.5	1304.5
4054.4	1263.5
3846.4	1193.5
3279.4	1046.5
2895.4	887.55
2287.4	634.55
2007.4	591.56
1531.4	535.56
1254.4	405.56
943.34	324.57
795.33	316.57
556.32	255.58
456.31	181.58
361.29	156.59
302.28	138.59
222.27	142.6
224.75	46.428
251.74	82.433
291.73	98.437
336.71	86.442
388.7	179.45
447.69	216.45
541.68	244.45
645.67	256.46
817.65	250.46
960.64	268.47
1212.6	361.47
1445.6	452.48
1693.6	507.48
1925.6	551.49
2327.6	721.49
