aonly_AA	aonly_DA	
2688.6	861.49
3032.6	919.5
3347.5	1023.5
3692.5	1074.5
3924.5	1106.5
4155.5	1169.5
4216.5	1230.5
4285.5	1226.5
4212.5	1224.5
4147.5	1228.5
4007.5	1236.5
3584.4	1210.5
3391.4	1123.5
2900.4	949.55
2561.4	810.56
2036.4	551.56
1768.4	504.56
1369.4	437.57
1117.4	299.57
843.34	239.58
715.33	231.58
505.32	192.59
419.31	161.59
323.29	108.59
271.28	113.6
207.27	112.6
191.75	62.436
212.74	40.441
247.73	61.445
282.71	81.45
331.7	152.45
380.69	188.46
456.68	208.46
547.67	214.47
683.65	225.47
794.64	212.48
1011.6	254.48
1213.6	428.48
1409.6	403.49
1606.6	435.49
1952.6	590.5
2259.6	681.5
2520.6	742.51
2802.5	856.51
3091.5	911.52
3242.5	944.52
3447.5	893.52
3509.5	1006.5
3571.5	1020.5
3528.5	1013.5
3486.5	1007.5
3367.5	989.55
3002.4	977.55
2860.4	877.55
2458.4	799.56
2176.4	643.56
1726.4	512.57
1497.4	408.57
1166.4	302.58
964.35	242.58
736.34	194.59
612.33	129.59
436.32	144.59
364.31	160.6
281.29	92.603
238.28	80.607
189.27	89.612
157.75	60.444
180.74	49.449
210.73	17.453
231.72	60.458
270.7	90.462
314.69	117.47
381.68	110.47
463.67	108.48
557.65	151.48
650.64	222.48
818.63	219.49
988.62	363.49
1137.6	415.5
1311.6	535.5
1574.6	495.51
1828.6	489.51
2040.6	520.51
2267.5	684.52
2516.5	776.52
2607.5	869.53
2796.5	737.53
2838.5	876.54
2882.5	872.54
2867.5	813.55
2853.5	757.55
2752.5	707.55
2438.4	646.56
2330.4	609.56
2012.4	582.57
1801.4	533.57
1409.4	406.58
1248.4	289.58
965.37	263.58
817.35	264.59
625.34	173.59
515.33	102.6
369.32	133.6
312.31	164.61
248.29	146.61
211.28	78.615
169.27	88.62
133.75	31.453
154.74	29.457
179.73	24.461
196.72	91.466
220.7	84.47
260.69	68.474
318.68	26.479
383.67	13.483
455.66	8.4876
540.64	197.49
660.63	200.5
800.62	219.5
921.61	427.51
1069.6	386.51
1267.6	325.51
1479.6	467.52
1661.6	475.52
1842.5	514.53
2036.5	641.53
2129.5	726.54
2284.5	718.54
2303.5	714.54
2323.5	680.55
2321.5	691.55
2320.5	702.56
2254.5	669.56
1990.4	529.57
1889.4	448.57
1643.4	431.58
1481.4	412.58
1155.4	250.58
1042.4	290.59
804.37	293.59
689.35	296.6
524.34	157.6
442.33	150.61
320.32	155.61
274.31	162.61
220.29	126.62
187.28	90.623
147.27	90.628
115.75	22.461
131.74	49.465
147.73	85.469
172.72	81.474
196.7	31.478
225.69	56.483
265.68	46.487
318.67	47.491
387.66	2.4957
450.64	166.5
550.63	161.5
670.62	136.51
767.61	199.51
888.6	167.52
1064.6	198.52
1229.6	291.53
1387.6	427.53
1546.5	434.54
1682.5	482.54
1759.5	481.54
1883.5	463.55
1898.5	430.55
1913.5	558.56
1915.5	570.56
1918.5	575.57
1869.5	494.57
1663.4	474.57
1586.4	461.58
1397.4	386.58
1242.4	316.59
982.39	236.59
879.38	243.6
687.37	225.6
585.35	241.61
451.34	167.61
388.33	142.61
285.32	121.62
244.31	104.62
193.29	85.627
164.28	40.632
128.27	46.636
95.751	39.469
106.74	74.473
122.73	82.477
142.72	4.4818
155.7	4.4862
179.69	62.491
223.68	66.495
255.67	57.499
306.66	78.504
362.64	123.51
443.63	120.51
539.62	161.52
603.61	126.52
694.6	118.53
836.58	159.53
971.57	217.53
1097.6	362.54
1208.5	327.54
1330.5	287.55
1386.5	312.55
1475.5	327.56
1483.5	321.56
1491.5	418.57
1500.5	414.57
1508.5	438.57
1480.5	353.58
1306.4	351.58
1254.4	374.59
1098.4	341.59
995.4	319.6
796.39	312.6
702.38	269.6
556.37	228.61
494.35	176.61
376.34	146.62
320.33	117.62
242.32	96.626
206.31	68.631
167.29	68.635
144.28	19.64
115.27	-0.35603
77.751	29.477
82.739	21.481
101.73	-0.51452
111.72	-47.51
121.7	-1.5058
139.69	34.499
173.68	20.503
197.67	30.507
242.66	111.51
281.64	106.52
345.63	103.52
407.62	169.52
456.61	147.53
522.6	133.53
617.58	125.54
720.57	185.54
828.56	236.55
890.55	208.55
983.54	169.56
1026.5	222.56
1091.5	319.56
1100.5	335.57
1109.5	317.57
1112.5	315.58
1116.5	338.58
1112.5	305.59
968.44	243.59
943.43	255.6
819.41	298.6
761.4	316.6
612.39	297.61
544.38	254.61
435.37	232.62
386.35	147.62
302.34	113.63
257.33	107.63
195.32	107.63
173.31	67.639
143.29	69.643
121.28	39.648
100.27	8.652
63.751	-19.515
68.739	-52.511
82.727	-35.506
89.715	-19.502
102.7	-10.498
115.69	-1.4933
134.68	-14.489
157.67	53.515
193.66	83.52
216.64	117.52
263.63	106.53
309.62	95.533
347.61	61.537
396.6	52.542
456.58	58.546
536.57	86.551
614.56	111.55
663.55	142.56
717.54	147.56
753.52	151.57
801.51	265.57
810.5	287.58
819.49	289.58
821.48	295.59
823.46	271.59
819.45	261.59
721.44	245.6
700.43	264.6
617.42	282.61
574.4	220.61
464.39	171.62
423.38	129.62
339.37	142.63
298.35	128.63
241.34	115.63
211.33	113.64
157.32	103.64
145.31	61.647
121.29	57.651
102.28	42.656
86.271	47.66
52.751	-38.507
62.739	5.4972
67.727	54.502
78.715	49.506
87.703	48.51
99.691	38.515
115.68	26.519
133.67	63.524
155.66	92.528
174.64	102.53
207.63	108.54
251.62	81.541
275.61	66.545
314.6	56.55
359.58	67.554
428.57	84.559
473.56	74.563
523.55	63.567
555.54	87.572
585.52	170.58
620.51	228.58
625.5	270.58
631.49	196.59
637.48	209.59
644.46	211.6
628.45	144.6
567.44	279.61
540.43	234.61
488.42	182.62
448.4	120.62
367.39	65.624
340.38	83.629
274.37	117.63
250.36	99.637
199.34	115.64
182.33	146.65
136.32	38.651
122.31	68.655
103.29	49.659
93.283	33.664
78.271	31.668
44.751	-38.499
52.739	-35.495
58.727	11.51
73.715	67.514
74.703	64.518
83.691	64.523
96.679	61.527
111.67	27.532
131.66	12.536
149.64	34.54
172.63	29.545
198.62	24.549
223.61	44.553
259.6	55.558
296.58	69.562
350.57	66.567
386.56	50.571
415.55	63.575
439.54	98.58
463.52	122.58
491.51	141.59
495.5	165.59
500.49	131.6
505.48	136.6
510.46	184.61
507.45	96.61
452.44	105.61
436.43	52.619
391.42	47.624
361.4	43.628
304.39	32.632
285.38	56.637
236.37	42.641
207.36	88.646
174.34	137.65
155.33	106.65
124.32	30.659
110.31	54.663
96.295	65.667
89.283	49.672
72.271	37.676
43.752	8.5089
46.74	-39.487
48.728	-41.482
58.715	9.5221
62.703	29.526
72.691	23.531
80.679	23.535
92.667	40.54
110.66	1.544
120.64	8.5484
142.63	40.553
159.62	26.557
178.61	23.562
198.6	48.566
232.58	62.57
261.57	74.575
289.56	89.579
311.55	106.58
330.54	114.59
349.52	76.592
374.51	80.597
375.5	124.6
376.49	121.61
379.48	108.61
382.46	136.61
368.45	108.62
343.44	54.623
334.43	16.627
302.42	15.632
283.4	32.636
235.39	52.64
216.38	50.645
186.37	16.649
167.36	39.654
145.34	112.66
129.33	80.662
107.32	60.667
97.307	40.671
83.295	49.675
74.283	54.68
65.271	58.684
39.752	40.517
38.74	23.521
42.728	-19.474
48.716	-39.47
56.704	6.5345
61.692	1.5389
68.68	-27.457
74.668	67.548
93.655	59.552
97.643	39.556
115.63	104.56
130.62	74.565
144.61	44.57
152.6	46.574
177.58	58.578
212.57	94.583
222.56	127.59
232.55	119.59
253.54	118.6
267.52	118.6
282.51	83.605
282.5	127.61
283.49	110.61
286.48	89.618
289.46	66.622
276.45	86.627
259.44	104.63
251.43	71.635
239.42	53.64
225.4	62.644
188.39	49.648
171.38	40.653
150.37	37.657
139.36	-2.3384
121.34	58.666
114.33	91.67
91.319	69.675
85.307	44.679
73.295	26.684
64.283	43.688
59.271	61.692
30.752	7.5251
31.74	23.529
38.728	-8.4662
44.716	-29.462
50.704	14.543
51.692	59.547
60.68	-19.449
63.668	13.556
78.656	45.56
83.644	52.564
94.632	60.569
107.62	66.573
120.61	72.578
126.6	46.582
144.58	60.586
182.57	73.591
183.56	84.595
187.55	101.6
203.54	143.6
212.52	187.61
221.51	97.613
222.5	56.617
224.49	66.621
227.48	47.626
231.46	29.63
228.45	19.635
206.44	7.639
200.43	-11.357
193.42	32.648
185.4	77.652
157.39	18.657
149.38	22.661
129.37	21.665
122.36	21.67
105.34	45.674
101.33	68.678
79.319	59.683
74.307	49.687
66.295	48.692
58.283	48.696
53.271	48.7
27.752	13.533
32.74	-9.4625
33.728	-43.458
39.716	-6.4537
42.704	10.551
48.692	44.555
53.68	-2.4406
60.668	-24.436
67.656	63.568
73.644	82.573
84.632	102.58
92.62	29.581
106.61	-39.414
112.6	5.5901
131.58	73.594
145.57	-14.401
155.56	4.6032
167.55	26.608
171.54	29.612
174.52	37.616
188.51	27.621
189.5	35.625
189.49	58.63
193.48	-4.3661
196.46	-26.362
194.45	-36.357
179.44	23.647
176.43	85.651
160.42	-2.3442
158.4	17.66
133.39	7.6646
131.38	18.669
111.37	22.673
107.36	28.678
93.343	34.682
84.331	42.687
71.319	29.691
67.307	23.695
59.295	19.7
50.283	30.704
45.271	52.708
27.752	40.541
29.74	3.5455
32.728	-25.45
34.716	6.5543
38.704	33.559
41.692	66.563
48.68	22.567
52.668	-18.428
63.656	27.576
68.644	39.581
75.632	39.585
83.62	-16.411
96.608	-71.406
98.596	-52.402
111.58	-99.397
125.57	-106.39
137.56	-57.389
140.55	-7.3843
147.54	3.6201
154.52	7.6244
158.51	-3.3712
160.5	-2.3668
162.49	1.6376
163.48	-34.358
166.46	2.6463
165.45	-11.349
151.44	23.655
150.43	64.659
139.42	1.6639
138.4	-16.332
119.39	-5.3274
115.38	7.677
99.367	17.681
95.355	33.686
84.343	24.69
78.331	20.695
66.319	23.699
58.307	35.703
54.295	47.708
46.283	42.712
41.271	8.7165
24.752	41.549
27.74	20.554
30.728	2.558
33.716	-1.4376
36.704	21.567
37.692	57.571
44.68	15.576
46.668	-9.4201
56.656	-5.4157
57.644	8.5887
65.632	-18.407
71.62	-30.403
80.608	-24.398
86.596	-39.394
91.584	-56.389
105.57	-21.385
112.56	0.61934
113.55	37.624
122.54	15.628
130.52	17.632
132.51	34.637
133.5	18.641
133.49	10.646
137.48	17.65
138.46	69.654
140.45	61.659
126.44	18.663
122.43	2.6676
117.42	15.672
113.4	6.6763
105.39	25.681
99.379	26.685
87.367	28.689
81.355	19.694
75.343	31.698
70.331	26.703
60.319	33.707
53.307	51.711
49.295	70.716
41.283	61.72
36.271	9.7245
