donly_DD	donly_DA	
10951	1443.8
11006	1424.8
11060	1406.8
11052	1311.8
9876.5	1261.8
9620.6	1230.8
8058.7	1023.9
7340.7	907.86
6092.8	791.86
5158.9	675.87
4210.9	574.87
3147	442.88
2723.1	323.88
2032.1	257.88
1732.2	206.89
1343.3	184.89
1072.3	128.9
881.42	159.9
709.49	125.91
574.55	83.911
572.78	83.744
612.85	116.75
831.92	12.752
866.99	27.757
994.06	69.761
1032.1	118.77
1283.2	122.77
1405.3	167.77
1922.3	237.78
2031.4	306.78
2746.5	341.79
2878.5	395.79
3942.6	450.8
3912.7	597.8
4985.7	694.81
5331.8	793.81
6028.9	918.81
6806.9	981.82
7352	964.82
7940.1	924.83
8140.2	1047.8
8343.2	1186.8
8534.3	1189.8
8728.4	1193.8
8464.4	1135.8
7652.5	944.85
7499.6	960.86
6380.6	760.86
5982.7	638.87
4917.8	637.87
4140.8	588.88
3281.9	466.88
2642	347.88
2329	258.89
1652.1	235.89
1432.2	138.9
1109.3	69.901
914.32	69.906
738.39	173.91
591.46	209.91
536.52	131.92
451.75	42.752
497.82	20.756
662.89	45.76
663.96	37.765
723.03	63.769
805.1	108.77
924.16	133.78
1096.2	147.78
1519.3	175.79
1644.4	235.79
2131.4	243.8
2263.5	251.8
2825.6	328.8
2987.6	463.81
3338.7	526.81
3939.8	545.82
4503.8	719.82
5136.9	761.83
5559	716.83
6010.1	725.83
6154.1	776.84
6298.2	828.84
6395.3	875.85
6496.3	904.85
6193.4	887.86
5847.5	738.86
5672.5	711.87
4886.6	562.87
4520.7	466.87
3728.7	479.88
3182.8	492.88
2545.9	398.89
2102.9	277.89
1825	230.9
1404.1	218.9
1224.2	160.91
907.22	90.909
762.29	57.914
612.36	121.92
537.43	202.92
512.49	129.93
354.72	70.76
368.79	26.764
475.86	62.769
501.93	100.77
593	130.78
693.07	97.782
799.13	114.79
914.2	128.79
1253.3	168.79
1252.3	233.8
1684.4	175.8
1798.5	120.81
2058.5	209.81
2361.6	327.82
2661.7	433.82
2944.8	444.83
3370.8	543.83
3845.9	536.83
4191	552.84
4563	716.84
4693.1	636.85
4825.2	558.85
4800.2	536.86
4777.3	547.86
4618.4	583.86
4479.4	620.87
4345.5	563.87
3666.6	476.88
3367.6	446.88
2752.7	373.89
2467.8	357.89
2000.8	314.9
1612.9	211.9
1371	227.9
1177.1	219.91
1081.1	218.91
755.19	190.92
647.26	93.922
520.33	92.926
502.4	65.931
441.46	62.935
306.69	61.768
314.76	27.772
379.83	48.777
442.9	88.781
540.97	92.785
661.04	90.79
727.1	80.794
796.17	50.798
987.24	219.8
1040.3	255.81
1229.4	211.81
1419.4	167.82
1838.5	170.82
2020.6	240.82
2313.7	318.83
2346.7	348.83
2618.8	379.84
2914.9	353.84
3221.9	422.85
3555	596.85
3571.1	575.86
3588.1	549.86
3686.2	401.86
3786.3	464.87
3640.3	539.87
3516.4	512.88
3428.5	475.88
3031.5	467.89
2737.6	464.89
2229.7	236.89
2020.7	228.9
1552.8	218.9
1394.9	93.908
1158	195.91
891.02	202.92
803.09	216.92
622.16	218.93
578.23	208.93
448.3	188.93
400.37	107.94
348.44	86.943
262.66	14.776
310.73	-46.22
360.8	-17.215
390.87	32.789
446.94	65.793
510.01	113.8
554.07	63.802
617.14	35.807
743.21	97.811
821.28	101.82
1005.3	136.82
1108.4	177.82
1459.5	173.83
1505.6	212.83
1829.6	214.84
1790.7	206.84
2017.8	260.85
2314.8	301.85
2469.9	426.85
2632	476.86
2672	441.86
2712.1	459.87
2698.2	421.87
2685.2	432.88
2596.3	374.88
2514.4	318.89
2397.4	303.89
2233.5	333.89
2151.6	360.9
1703.7	225.9
1482.7	221.91
1222.8	221.91
1141.9	146.92
961.93	165.92
773.99	179.92
685.06	135.93
547.13	89.934
496.2	112.94
391.27	116.94
349.34	102.95
335.41	73.951
212.63	-56.216
259.7	-30.212
295.77	40.793
307.84	53.797
332.91	77.801
356.98	49.806
447.04	122.81
479.11	79.815
591.18	29.819
624.25	38.823
763.32	86.828
832.39	121.83
965.46	144.84
987.52	165.84
1192.6	159.85
1270.7	154.85
1523.7	204.85
1647.8	278.86
1769.9	286.86
1897.9	218.87
1961	301.87
2025.1	420.88
1989.1	337.88
1953.2	341.88
1848.3	298.89
1746.3	247.89
1630.4	172.9
1556.5	191.9
1480.6	206.91
1274.6	189.91
1075.7	183.92
925.76	174.92
858.83	172.92
733.9	154.93
660.96	158.93
520.03	97.937
442.1	47.942
383.17	57.946
339.24	75.95
313.31	95.955
306.38	76.959
165.6	-35.208
196.67	49.796
223.74	115.8
254.81	95.805
266.88	45.81
278.95	-22.186
388.01	98.818
405.08	76.823
498.15	58.827
528.22	75.831
572.29	90.836
648.36	86.84
671.43	82.845
727.49	98.849
813.56	124.85
937.63	156.86
1136.7	161.86
1156.8	191.87
1249.8	144.87
1348.9	109.88
1401	204.88
1454	317.88
1458.1	199.89
1463.2	213.89
1380.2	235.9
1300.3	224.9
1224.4	155.91
1119.5	136.91
1018.5	128.91
983.59	126.92
873.66	122.92
707.73	114.93
657.8	134.93
581.87	154.94
531.93	136.94
404	111.95
351.07	92.95
307.14	104.95
276.21	91.959
264.28	68.963
248.35	68.967
145.57	62.8
189.64	61.804
217.71	60.809
254.78	66.813
254.85	-17.182
256.92	-16.178
311.98	-20.174
344.05	21.831
404.12	75.835
487.19	75.839
497.26	95.844
549.33	114.85
591.4	60.853
650.46	68.857
711.53	77.861
775.6	120.87
868.67	115.87
946.74	104.87
968.81	148.88
992.88	199.88
1027.9	157.89
1065	160.89
1060.1	171.9
1056.1	147.9
1043.2	126.91
1030.3	157.91
985.36	184.91
859.42	138.92
816.49	134.92
772.56	118.93
743.63	118.93
592.7	118.94
550.77	126.94
514.84	132.94
439.9	101.95
397.97	91.953
324.04	86.958
291.11	115.96
222.18	71.967
214.25	30.971
208.32	38.975
163.54	66.808
187.61	53.812
213.68	44.817
229.75	51.821
235.82	50.826
274.89	-18.17
274.95	-6.1656
274.02	63.839
316.09	86.843
366.16	85.848
401.23	120.85
443.3	116.86
471.37	99.861
500.43	62.865
557.5	26.869
616.57	89.874
680.64	123.88
749.71	113.88
792.78	95.887
832.85	137.89
857.91	153.9
882.98	177.9
839.05	165.9
796.12	137.91
791.19	129.91
786.26	212.92
740.33	171.92
684.39	131.93
617.46	137.93
558.53	128.94
548.6	122.94
523.67	101.94
428.74	101.95
374.81	71.953
349.87	41.957
336.94	23.961
296.01	83.966
268.08	61.97
213.15	48.975
186.22	49.979
163.29	59.983
106.51	32.816
166.58	57.821
183.65	59.825
210.72	79.829
239.79	60.834
212.86	-4.1619
239.92	-14.158
258.99	8.8468
287.06	8.8512
292.13	103.86
319.2	106.86
343.27	109.86
394.34	102.87
462.4	114.87
459.47	126.88
457.54	134.88
536.61	145.89
606.68	38.891
643.75	56.895
709.82	128.9
680.88	158.9
666.95	122.91
636.02	70.913
606.09	82.917
606.16	98.921
606.23	112.93
604.3	171.93
608.36	145.93
544.43	125.94
450.5	121.94
438.57	118.95
414.64	105.95
351.71	101.96
318.78	86.961
314.84	72.965
255.91	8.9695
243.98	97.974
195.05	150.98
165.12	49.983
183.19	67.987
172.26	70.991
102.48	9.8242
125.55	47.829
167.62	70.833
169.69	87.837
168.76	62.842
145.83	53.846
189.89	12.851
198.96	-36.145
224.03	-72.141
234.1	42.864
263.17	68.868
293.24	38.872
328.31	85.877
382.37	141.88
379.44	204.89
376.51	121.89
438.58	90.894
459.65	19.899
466.72	59.903
495.79	118.91
523.85	127.91
506.92	82.916
495.99	47.921
475.06	71.925
478.13	115.93
481.2	64.934
476.27	108.94
464.33	83.943
418.4	86.947
347.47	108.95
359.54	123.96
353.61	123.96
339.68	120.96
310.75	108.97
270.81	111.97
208.88	69.978
204.95	125.98
169.02	173.99
124.09	69.991
137.16	27.995
150.23	34
133.45	-2.1677
107.52	31.837
152.59	58.841
123.66	63.845
104.73	68.85
134.8	65.854
160.86	48.859
143.93	4.8629
158	-48.133
170.07	-11.128
215.14	59.876
262.21	28.88
270.28	55.885
272.34	110.89
302.41	157.89
333.48	93.898
333.55	18.902
349.62	61.907
344.69	86.911
335.76	86.916
412.82	74.92
422.89	86.924
393.96	104.93
389.03	99.933
385.1	117.94
381.17	86.942
353.24	41.946
334.3	37.951
297.37	89.955
266.44	100.96
284.51	95.964
302.58	103.97
296.65	112.97
264.72	103.98
198.78	114.98
184.85	132.99
172.92	105.99
171.99	78.994
123.06	83.999
85.127	16.003
84.196	15.008
