donly_DD	donly_DA	
9030.6	1130.4
9662.6	1270.5
13035	1493.5
13893	1771.5
17720	2227.5
19295	2424.5
23943	2757.5
25169	3158.5
29863	3426.5
30796	3705.5
34641	4191.5
35835	4375.5
38990	4489.5
38746	4482.5
38039	4439.5
37344	4380.5
36003	4347.5
34265	4189.5
29740	3623.5
27898	3341.5
22322	2568.5
20461	2415.5
15072	1726.5
13411	1669.5
9394.2	1198.6
8170.3	1084.6
5413.3	692.56
4805.4	563.57
3475.5	377.57
2973.5	317.58
2212.6	211.58
1930.7	222.58
1484.8	233.59
2233	342.42
2548	340.43
3280.1	345.43
3563.2	439.43
4453.3	449.44
4891.3	535.44
6399.4	637.45
6784.5	882.45
9094.5	1174.5
9737.6	1293.5
13023	1676.5
13939	1782.5
17903	2346.5
19400	2579.5
24108	3023.5
25146	3113.5
30111	3548.5
31135	3811.5
35034	4184.5
36255	4404.5
38677	4490.5
38732	4458.5
38147	4423.5
37565	4244.5
36087	4057.5
34431	3748.5
29853	3455.5
28288	3228.5
22277	2791.5
20350	2660.5
15067	1788.6
13207	1655.6
9438.2	1180.6
8186.2	1110.6
5602.3	652.57
4805.4	487.57
3379.4	351.58
2904.5	257.58
2126.6	171.59
1901.7	179.59
1387.7	189.6
2408.9	321.43
2586	330.43
3307.1	434.44
3568.2	458.44
4543.2	524.45
4847.3	562.45
6361.4	639.46
7077.4	749.46
9120.5	1144.5
9688.6	1279.5
13515	1600.5
13924	1985.5
17893	2211.5
19179	2524.5
24051	2919.5
25315	3115.5
29900	3726.5
30935	3793.5
35369	4021.5
35630	4258.5
37403	4638.5
38816	4830.5
38318	4800.5
37835	4772.5
35759	4207.5
34191	4096.5
29772	3558.5
28049	3292.5
22554	2847.6
20558	2642.6
15136	1744.6
13479	1645.6
9317.1	1137.6
8261.2	916.57
5545.3	711.58
4844.3	542.58
3383.4	382.59
2954.5	367.59
2228.6	373.6
1957.6	248.6
1477.7	196.6
2396.9	315.44
2568	346.44
3316.1	443.45
3592.1	472.45
4621.2	638.46
4961.3	646.46
6328.3	701.46
7039.4	781.47
9182.5	1080.5
9745.5	1251.5
13198	1534.5
13981	1795.5
17805	2148.5
19333	2548.5
24043	2870.5
25333	3037.5
30095	3461.5
30785	3660.5
35280	4085.5
35752	4381.5
36957	4707.5
38435	4825.5
38202	4829.5
37991	4686.5
35785	4280.5
34265	4168.5
30074	3553.6
28125	3366.6
22702	2693.6
20611	2504.6
15333	1738.6
13516	1460.6
9523.1	1130.6
8291.2	759.58
5594.2	765.59
4929.3	585.59
3431.4	392.6
3132.5	412.6
2215.5	348.6
1969.6	255.61
1503.7	202.61
2372.9	277.45
2620	366.45
3347	404.45
3558.1	448.46
4523.2	577.46
5025.2	614.47
6348.3	791.47
6893.4	846.48
9273.4	1075.5
9822.5	1193.5
13108	1487.5
14051	1648.5
17988	2211.5
19397	2465.5
24204	2997.5
25379	3206.5
30209	3334.5
30885	3564.5
35179	4087.5
35944	4483.5
36878	4651.5
38018	4660.5
38045	4706.5
38079	4417.5
35991	4245.6
34419	4129.6
30466	3523.6
28125	3418.6
22542	2646.6
20379	2497.6
15352	1711.6
13514	1452.6
9626.1	1094.6
8247.2	840.59
5629.2	754.59
4933.3	639.6
3518.4	509.6
3079.4	459.61
2153.5	212.61
1972.6	207.62
1473.6	180.62
2382.9	266.45
2618.9	374.46
3319	391.46
3486.1	411.47
4419.1	475.47
4922.2	542.48
6383.3	790.48
6862.3	818.48
9212.4	1142.5
9869.5	1205.5
13543	1537.5
14051	1742.5
18220	2283.5
19158	2328.5
24318	3045.5
25411	3326.5
30089	3522.5
31040	3691.5
35104	3989.5
35829	4320.5
37156	4548.5
38031	4610.5
38052	4677.6
38072	4480.6
36036	4231.6
34363	4142.6
30346	3622.6
28110	3439.6
22334	2699.6
20198	2465.6
15147	1722.6
13556	1620.6
9456.1	1066.6
8189.1	1005.6
5560.2	665.6
4800.3	613.61
3546.3	561.61
2942.4	463.62
2158.5	199.62
2011.5	193.62
1478.6	153.63
2270.8	344.46
2433.9	383.47
3191	394.47
3481	408.47
4502.1	550.48
4837.2	604.48
6386.2	707.49
6794.3	816.49
8982.4	1186.5
9934.4	1334.5
13495	1707.5
14032	1737.5
18077	2280.5
19057	2360.5
24209	2855.5
25242	2993.5
30187	3531.5
31046	3948.5
34747	4067.5
35983	4173.5
38188	4474.5
38209	4532.6
38038	4596.6
37868	4558.6
35996	4275.6
34265	4018.6
29837	3759.6
28492	3425.6
22318	2578.6
20298	2199.6
15009	1849.6
13444	1615.6
9410	1122.6
8162.1	990.61
5517.2	567.61
4676.2	469.62
3479.3	377.62
3080.4	327.62
2181.4	245.63
2042.5	221.63
1513.6	150.64
2469.8	287.47
2560.9	339.47
3280.9	425.48
3518	472.48
4465.1	512.49
4815.1	552.49
6333.2	884.5
6938.3	1002.5
9085.3	1061.5
9895.4	1403.5
13180	1711.5
14310	1723.5
17844	2184.5
18949	2448.5
24253	2985.5
25351	3056.5
30198	3500.5
31248	3891.5
34940	3915.5
35528	4504.6
36871	4636.6
37923	4703.6
37767	4669.6
37611	4624.6
35579	4349.6
34296	3900.6
29596	3564.6
28354	3225.6
22448	2500.6
20498	2232.6
14915	1918.6
13501	1523.6
9310	1145.6
8106.1	1119.6
5775.1	614.62
4883.2	549.62
3400.3	464.63
3028.3	291.63
2169.4	249.64
1886.5	201.64
1422.5	166.65
2554.8	279.48
2651.8	322.48
3185.9	421.49
3631	500.49
4537	586.5
4815.1	571.5
6444.2	718.5
6891.2	937.51
9217.3	1105.5
9622.4	1251.5
13305	1696.5
14234	1745.5
17733	2049.5
19095	2409.5
24244	2835.5
25333	3073.5
29976	3459.5
30907	3939.6
34928	4023.6
35420	4457.6
37236	4494.6
37943	4588.6
37632	4595.6
37336	4605.6
35375	4540.6
33794	4160.6
29772	3583.6
27692	3330.6
22334	2629.6
20372	2519.6
15022	1915.6
13424	1430.6
9337	1108.6
8075	1046.6
5648.1	603.63
4848.2	555.63
3475.2	493.64
2964.3	371.64
2151.4	300.64
1869.4	213.65
1532.5	205.65
2453.7	316.49
2659.8	326.49
3194.9	390.49
3543.9	444.5
4551	647.5
4847.1	655.51
6493.2	616.51
6770.2	845.52
9194.3	1119.5
9544.4	1168.5
13417	1531.5
13946	1639.5
17585	2050.5
19259	2408.5
24073	2676.5
25233	3086.6
29857	3530.6
30602	3865.6
34659	4273.6
35299	4260.6
37370	4375.6
37828	4423.6
37396	4460.6
36977	4466.6
35306	4500.6
33252	4224.6
29767	3628.6
27266	3440.6
22213	2765.6
20026	2533.6
15050	1785.6
13219	1503.6
9366.9	1082.6
8089	954.63
5515.1	567.63
4833.1	533.64
3498.2	499.64
2953.3	499.65
2189.3	344.65
1916.4	263.66
1559.5	235.66
2422.7	322.49
2640.8	324.5
3354.8	351.5
3332.9	417.51
4457	573.51
4828.1	648.52
6346.1	760.52
6753.2	889.52
9097.3	1030.5
9735.3	1260.5
13151	1387.5
13805	1537.5
17507	2143.5
19256	2522.6
23779	2762.6
25233	3129.6
29793	3625.6
30663	3656.6
34473	4302.6
34772	4312.6
35906	4518.6
37269	4476.6
36977	4438.6
36700	4341.6
35053	4252.6
33055	3939.6
29261	3483.6
27261	3259.6
22189	2744.6
19776	2303.6
14898	1699.6
13116	1635.6
9241.9	1128.6
8072	1049.6
5631	601.64
4948.1	575.65
3391.2	556.65
2969.2	519.66
2247.3	344.66
1936.4	293.66
1406.5	246.67
2525.7	313.5
2536.7	334.51
3211.8	287.51
3344.9	501.52
4481	514.52
4669	520.52
6255.1	640.53
6675.2	770.53
9070.2	1149.5
9763.3	1243.5
13068	1558.5
13652	1720.6
17886	2133.6
19323	2525.6
23453	2781.6
25287	3026.6
29340	3562.6
30405	3704.6
34412	4191.6
34412	4300.6
35630	4532.6
36904	4488.6
36825	4447.6
36752	4317.6
34809	4222.6
32748	4018.6
28832	3425.6
27046	3131.6
21920	2771.6
19583	2438.6
14874	1813.6
13163	1589.6
9050.9	1196.6
7976.9	1161.6
5485	647.65
4741.1	569.66
3411.1	538.66
2988.2	432.66
2238.3	370.67
2089.4	281.67
1455.4	268.68
2438.6	297.51
2586.7	300.51
3160.8	365.52
3433.9	495.52
4431.9	541.53
4781	592.53
6313.1	669.54
6631.1	776.54
9040.2	1058.5
9526.3	1293.5
13083	1676.6
13637	1807.6
17500	2248.6
19005	2494.6
23556	2869.6
24861	2989.6
29293	3479.6
30236	3939.6
33830	4064.6
34368	4130.6
35477	4437.6
36614	4468.6
36457	4527.6
36307	4465.6
34239	4067.6
32380	3870.6
28430	3469.6
26914	3149.6
21667	2515.6
19246	2157.6
14680	1797.6
13046	1638.6
8940.8	1180.7
7968.9	1005.7
5605	708.66
4728	529.66
3377.1	474.67
2979.2	395.67
2216.3	386.68
2130.3	230.68
1398.4	241.69
2461.6	306.52
2570.7	287.52
3036.8	405.53
3449.8	437.53
4397.9	592.54
4729	625.54
6200	783.54
6644.1	845.55
8931.2	1070.6
9285.2	1266.6
13025	1587.6
13734	1762.6
17129	2286.6
18853	2391.6
23488	2808.6
24513	3009.6
29193	3383.6
29933	3730.6
33546	3911.6
33970	4058.6
35085	4262.6
36229	4349.6
36028	4355.6
35822	4307.6
33806	3973.6
32148	3864.6
28023	3438.6
26427	3063.6
21312	2499.6
19079	2226.6
14532	1821.6
12709	1533.7
8829.8	1090.7
7825.9	910.66
5393	800.67
4703	593.67
3262.1	424.68
2931.2	363.68
2152.2	341.68
1988.3	215.69
1452.4	242.69
2392.6	311.53
2449.7	308.53
2995.7	397.53
3435.8	399.54
4336.9	512.54
4565.9	552.55
6036	807.55
6706.1	849.56
8838.1	1198.6
9351.2	1238.6
12871	1487.6
13625	1668.6
17085	2228.6
18890	2313.6
23309	2735.6
24385	2984.6
28884	3370.6
29494	3526.6
33630	3922.6
33588	4198.6
34678	4241.6
35912	4355.6
35636	4251.6
35401	4168.6
33384	3926.6
32032	3798.6
27806	3347.6
25945	3046.6
21027	2607.6
19159	2418.7
14383	1870.7
12440	1492.7
8719.8	1099.7
7691.9	931.67
5132.9	785.68
4656	600.68
3240.1	440.68
2869.1	369.69
2071.2	277.69
1862.3	224.7
1495.3	262.7
2176.6	295.53
2408.6	319.54
3087.7	414.54
3454.8	419.55
4244.8	406.55
4566.9	532.56
6056	732.56
6719	808.56
8848.1	1188.6
9486.2	1251.6
12754	1540.6
13347	1647.6
17076	2184.6
18766	2293.6
23263	2837.6
24283	2955.6
28636	3442.6
29209	3717.6
33498	4018.6
33691	4287.6
34815	4354.6
35816	4484.6
35426	4421.6
35009	4354.6
32807	3869.6
31803	3575.6
27716	3297.6
25744	3203.7
20889	2489.7
19120	2270.7
14211	1802.7
12463	1629.7
8689.8	1215.7
7707.8	918.68
5234.9	659.68
4669	472.69
3325	457.69
2842.1	403.7
2053.2	268.7
1898.2	221.71
1404.3	251.71
2305.5	306.54
2527.6	304.55
3010.7	319.55
3321.7	509.56
4267.8	546.56
4573.9	604.56
6101.9	730.57
6542	866.57
8860.1	989.58
9214.1	1070.6
12667	1550.6
13308	1717.6
17132	2073.6
18582	2199.6
22848	2979.6
24362	3161.6
28553	3515.6
29230	3559.6
33085	3769.6
33654	4018.6
35777	4280.6
35732	4351.6
35598	4374.6
35034	4353.6
32485	3933.6
31349	3727.7
27236	3187.7
25155	3173.7
20613	2359.7
18618	2346.7
14332	1578.7
12690	1530.7
8775.7	1227.7
7644.8	933.69
5298.9	587.69
4671.9	458.7
3261	373.7
2885.1	351.7
2176.1	313.71
2019.2	264.71
1417.3	229.72
2375.5	323.55
2516.6	375.55
2976.6	385.56
3265.7	489.56
4180.8	572.57
4542.8	602.57
5958.9	807.58
6550	956.58
8683	1045.6
9308.1	1138.6
12728	1624.6
13153	1789.6
16948	2248.6
18514	2234.6
22683	2952.6
24486	3145.6
28287	3376.6
29167	3507.6
33032	3892.6
33480	4127.6
34940	4193.6
35433	4160.6
35344	4279.6
34381	4094.7
32625	3804.7
30962	3518.7
27369	3183.7
25296	2997.7
20434	2546.7
18552	2229.7
13979	1731.7
12523	1577.7
8654.7	1103.7
7504.8	931.69
5301.8	684.7
4564.9	592.7
3199	452.71
2890	397.71
2177.1	366.72
1850.2	285.72
1437.2	208.73
2360.5	380.56
2491.5	412.56
3018.6	407.57
3254.7	385.57
4117.7	588.58
4496.8	620.58
5938.9	767.58
6570.9	866.59
8420	1032.6
9328.1	1147.6
12528	1664.6
13165	1776.6
16677	2034.6
18399	2411.6
22737	2778.6
24081	2983.6
28119	3212.6
29167	3520.6
33026	4122.6
33300	4263.6
33897	4178.6
35028	4146.7
34815	4236.7
34098	3996.7
32275	3814.7
30890	3606.7
27211	3123.7
25205	2705.7
20327	2466.7
18478	2195.7
13703	1912.7
12274	1612.7
8681.7	1027.7
7588.7	937.7
5293.8	687.71
4601.9	632.71
3209.9	449.72
2867	405.72
2114.1	350.72
1878.1	282.73
1432.2	199.73
2309.4	384.57
2486.5	352.57
3029.6	332.58
3223.6	362.58
4146.7	594.58
4511.8	634.59
6036.9	662.59
6485.9	726.6
8412	935.6
9266.1	1069.6
12300	1514.6
13266	1637.6
16677	1828.6
18396	2509.6
22737	2669.6
23692	2866.6
28195	3239.6
29130	3594.6
32637	4100.6
33252	4142.6
34381	4227.7
34997	4249.7
34622	4248.7
34399	4037.7
31849	3846.7
30857	3829.7
26845	3228.7
24929	2752.7
20419	2229.7
18353	2117.7
13780	1713.7
12186	1482.7
8814.6	1125.7
7752.7	923.71
5317.8	602.72
4700.8	550.72
3303.9	369.72
2868	320.73
2068	325.73
2006.1	297.74
1393.2	237.74
2279.4	302.57
2430.5	308.58
2956.5	331.58
3192.6	437.59
4164.7	509.59
4561.8	573.6
5983.8	678.6
6423.9	747.61
8642	1012.6
9443	1151.6
12445	1327.6
13192	1517.6
16867	2200.6
18626	2429.6
22658	2685.6
23972	2840.6
28343	3358.6
28983	3708.6
32194	3966.7
33252	4026.7
35331	4267.7
35337	4255.7
34871	4245.7
34418	3936.7
32235	3645.7
30691	3611.7
27011	3575.7
25214	3153.7
20643	2337.7
18461	1864.7
13847	1458.7
12124	1345.7
8725.6	1237.7
7669.7	870.72
5336.7	650.72
4631.8	552.73
3376.9	420.73
2891.9	265.74
2032	358.74
1832.1	328.75
1356.2	298.75
2375.4	323.58
2439.4	366.59
2908.5	405.59
3222.6	465.6
4083.7	428.6
4412.7	605.6
5860.8	743.61
6443.9	800.61
8636.9	1105.6
9322	1300.6
12491	1610.6
13112	1738.6
16701	2198.6
18544	2339.6
22704	2760.6
24252	3094.6
28578	3316.7
28999	3541.7
32601	3931.7
33079	4091.7
34344	4320.7
35382	4284.7
35249	4289.7
34227	4138.7
32310	3697.7
31085	3600.7
26676	3168.7
25101	2818.7
20260	2401.7
18170	2082.7
13793	1616.7
12113	1475.7
8562.6	1004.7
7560.6	828.73
5320.7	665.73
4633.8	559.74
3225.8	469.74
2885.9	286.74
2035	327.75
1897.1	286.75
1355.1	242.76
2282.4	317.59
2419.4	375.59
2876.5	428.6
3194.6	474.6
4052.6	499.61
4381.7	582.61
5851.8	628.62
6527.8	751.62
8654.9	1119.6
9370	1216.6
12693	1480.6
13246	1716.6
16720	2241.6
18440	2287.6
22869	2553.7
24331	2890.7
28444	3431.7
29430	3543.7
32854	3854.7
33222	4099.7
34765	4251.7
35458	4330.7
35053	4191.7
34208	4095.7
32351	3969.7
30985	3959.7
27040	3215.7
25310	2879.7
20190	2443.7
18414	2410.7
13844	1796.7
12296	1439.7
8742.5	995.73
7531.6	885.74
5318.7	629.74
4675.8	572.74
3188.8	454.75
2826.9	342.75
2065	315.76
1944	266.76
1354.1	256.77
2174.3	280.6
2390.4	333.6
2873.5	379.61
3201.5	437.61
4083.6	589.62
4515.7	586.62
5981.7	613.62
6442.8	779.63
8614.9	974.63
9414.9	1088.6
12568	1389.6
13249	1568.6
16799	2221.7
18497	2238.7
22915	2642.7
24133	2809.7
28414	3502.7
29541	3606.7
32848	3925.7
33582	4111.7
35720	4192.7
35477	4288.7
35022	4150.7
34591	4033.7
32490	4084.7
30968	4158.7
27172	3320.7
25762	2908.7
20297	2389.7
18623	2246.7
14035	1766.7
12333	1352.7
8834.5	1123.7
7718.6	993.74
5300.7	672.75
4669.7	593.75
3228.8	395.76
2785.9	342.76
2057.9	290.77
1860	264.77
1392.1	268.77
2207.3	261.61
2378.4	293.61
2918.4	363.62
3234.5	420.62
4093.6	562.62
4593.6	613.63
5975.7	752.63
6300.8	901.64
8479.8	900.64
9346.9	1086.6
12316	1557.7
13056	1566.7
16827	2129.7
18500	2190.7
22819	2937.7
24103	3106.7
28640	3465.7
29318	3633.7
32907	4036.7
33787	4120.7
35483	4257.7
35522	4240.7
35458	4258.7
34909	4142.7
32795	3945.7
31309	3881.7
27025	3197.7
25940	2756.7
20393	2357.7
18539	1976.7
14173	1611.7
12296	1388.7
8710.5	1140.7
7815.6	987.75
5266.6	744.76
4617.7	571.76
3218.8	393.76
2768.8	339.77
2029.9	268.77
1799	266.78
1422	224.78
2238.3	267.61
2358.3	255.62
3005.4	417.62
3168.5	484.63
4058.5	531.63
4522.6	550.64
5739.7	736.64
6382.7	895.65
8371.8	1047.6
9376.9	1065.7
12542	1462.7
13049	1602.7
16957	2141.7
18249	2205.7
22799	2706.7
24423	3166.7
28624	3543.7
29530	3759.7
33025	3929.7
33787	4026.7
34821	4337.7
35752	4326.7
35573	4318.7
34747	4183.7
33162	3904.7
31326	3628.7
27731	3327.7
25749	2975.7
20685	2462.7
18780	2228.7
14144	1520.7
12562	1429.8
8832.5	1111.8
7574.5	869.76
5258.6	671.76
4612.7	488.77
3208.7	460.77
2720.8	436.78
2043.9	301.78
1894.9	284.79
1379	212.79
2338.2	255.62
2361.3	229.63
3037.4	412.63
3272.4	452.64
4015.5	487.64
4675.6	566.64
5868.6	675.65
6328.7	838.65
8397.8	1067.7
9341.8	1135.7
12362	1540.7
13088	1824.7
16661	2159.7
18225	2401.7
22737	2803.7
24195	3173.7
28774	3378.7
29329	3518.7
33007	4235.7
33685	4242.7
34399	4283.7
35675	4299.7
35477	4318.7
35034	4193.7
32813	3995.7
31524	3593.7
28003	3290.7
25683	2992.7
20893	2373.7
18668	1968.7
14321	1528.8
12696	1485.8
8730.4	1209.8
7584.5	1092.8
5381.6	563.77
4496.6	444.78
3178.7	394.78
2761.8	388.78
1929.8	273.79
1822.9	284.79
1392	181.8
2301.2	230.63
2336.3	348.64
2970.3	445.64
3185.4	470.64
3897.5	451.65
4459.5	477.65
5786.6	593.66
6233.7	763.66
8432.7	1047.7
9069.8	1102.7
12041	1471.7
12868	1605.7
16579	2169.7
18136	2373.7
22519	2835.7
23705	3094.7
28547	3224.7
29223	3589.7
31620	4106.7
33234	4161.7
35528	4360.7
35816	4323.7
35732	4320.7
35167	4169.7
32719	4134.7
31468	3807.7
27832	3385.7
25786	3032.7
20916	2382.8
18522	2138.8
14228	1695.8
12691	1572.8
8606.4	986.77
7565.5	832.78
5385.5	472.78
4553.6	449.78
3173.7	349.79
2799.7	356.79
1902.8	276.8
1736.9	247.8
1356.9	194.81
2159.2	255.64
2289.2	407.64
2871.3	410.65
3070.4	456.65
3808.4	498.66
4172.5	479.66
5695.6	591.67
6088.7	705.67
8211.7	959.67
8797.8	1037.7
11903	1344.7
12573	1455.7
16352	2113.7
17804	2319.7
22166	2816.7
23372	3008.7
27961	3334.7
28816	3725.7
30651	3748.7
32158	3928.7
35154	4303.7
35636	4323.7
35547	4267.7
34846	4114.7
32713	4027.7
30935	3859.7
27487	3401.8
25498	3075.8
20692	2525.8
18637	2399.8
14030	1760.8
12460	1609.8
8486.4	903.78
7518.4	731.78
5303.5	516.79
4604.6	489.79
3177.6	382.8
2767.7	374.8
1946.8	305.81
1695.8	229.81
1331.9	247.81
2074.1	301.65
2264.2	304.65
2798.3	317.66
3054.3	369.66
3798.4	532.66
4142.5	600.67
5706.6	657.67
5896.6	713.68
7887.7	865.68
8689.8	1071.7
11777	1337.7
12362	1704.7
15823	2023.7
17299	2369.7
21823	2812.7
23027	2996.7
27318	3459.7
27956	3502.7
30961	3741.7
31303	3928.7
32872	4061.7
34759	4233.7
34542	4178.7
34258	4059.7
32229	3789.8
30350	3638.8
27172	3247.8
24929	3057.8
20364	2562.8
18644	2250.8
13870	1599.8
12164	1485.8
8381.3	1113.8
7472.4	1036.8
5217.5	596.8
4460.5	484.8
3141.6	388.8
2691.7	369.81
1916.7	322.81
1657.8	271.82
1357.9	240.82
2035.1	259.66
2273.2	308.66
2707.2	354.66
2846.3	360.67
3768.4	374.67
4017.5	505.68
5326.5	688.68
5732.6	853.69
7854.7	897.69
8578.7	1134.7
11322	1352.7
12023	1720.7
15728	1982.7
16756	2119.7
21606	2634.7
22267	3065.7
26594	3199.7
27333	3265.7
30728	3907.7
31808	3992.7
32800	4083.7
33854	4192.7
33751	4189.8
33642	4031.8
31604	3792.8
30198	3579.8
26705	3307.8
24947	3104.8
20055	2413.8
18067	2338.8
13430	1456.8
12090	1197.8
8415.3	975.8
7285.4	738.8
4985.4	489.8
4364.5	375.81
3067.6	291.81
2614.6	327.82
1826.7	361.82
1607.8	335.83
1347.9	123.83
1917.1	240.66
2117.1	220.67
2588.2	285.67
2824.3	329.68
3660.4	401.68
3849.4	503.69
5040.5	623.69
5617.6	747.69
7440.6	860.7
8173.7	1061.7
10759	1141.7
11334	1634.7
15145	1770.7
16043	1880.7
20556	2432.7
21657	2836.7
25585	3222.7
26728	3362.7
30568	3731.7
30956	3877.7
31991	3996.8
33055	4071.8
32825	4011.8
32607	3921.8
30851	3696.8
29251	3469.8
26175	2932.8
24209	2603.8
19693	2203.8
17572	2210.8
13152	1487.8
11629	1358.8
8359.3	888.8
7178.3	723.81
4941.4	564.81
4224.5	528.82
3023.5	291.82
2539.6	316.83
1855.7	357.83
1647.8	358.83
1261.8	93.838
1785.1	208.67
1937.1	257.68
2413.2	292.68
2614.3	341.68
3356.3	489.69
3577.4	525.69
4692.5	596.7
5167.5	636.7
6924.6	783.71
7515.7	928.71
10323	1036.7
10699	1448.7
14264	1706.7
14995	1952.7
19534	2377.7
20366	2478.7
24534	3075.7
25337	3389.7
28078	3447.8
29124	3584.8
30137	3948.8
31174	3988.8
30951	3983.8
30724	3894.8
29558	3648.8
27837	3412.8
25042	2820.8
22742	2533.8
18863	2116.8
16647	1913.8
12715	1492.8
11063	1395.8
7878.2	1003.8
6830.3	757.82
4790.4	626.82
3984.5	604.82
2863.5	407.83
2276.6	360.83
1832.7	273.84
1641.7	260.84
1185.8	134.85
1694	150.68
1816.1	283.68
2265.2	303.69
2326.2	341.69
3041.3	451.7
3270.4	486.7
4321.4	564.71
4550.5	584.71
6408.6	738.71
6915.6	830.72
9527.7	1122.7
9952.8	1280.7
13229	1687.7
13887	1966.7
18362	2263.7
18616	2332.7
23148	2850.7
23402	3112.8
24986	3186.8
27112	3262.8
27805	3696.8
28516	3807.8
28502	3857.8
28486	3770.8
27661	3432.8
25949	3205.8
23424	2899.8
21199	2698.8
17814	2216.8
15368	1765.8
11913	1484.8
10393	1265.8
7276.2	1095.8
6357.3	710.82
4494.4	560.83
3736.4	493.83
2669.5	471.84
2098.6	364.84
1706.6	233.85
1551.7	179.85
1130.8	162.85
1606	112.69
1704.1	157.69
2144.1	208.7
2199.2	281.7
2857.3	345.7
3020.3	413.71
4026.4	453.71
4150.5	498.72
5875.5	727.72
6454.6	784.73
8426.7	1138.7
8976.7	1170.7
12136	1486.7
12921	1653.7
16756	2007.7
17173	2335.8
21387	2784.8
21689	2826.8
23363	2915.8
25163	3006.8
25748	3209.8
26336	3436.8
26426	3429.8
26527	3418.8
25744	3037.8
23792	2863.8
21907	2689.8
19873	2435.8
16825	2244.8
14234	1777.8
11061	1534.8
9572.1	1313.8
6888.2	959.83
6012.3	661.83
4253.3	490.84
3564.4	438.84
2561.5	388.85
2155.5	295.85
1596.6	279.85
1467.7	206.86
1059.7	153.86
1423	171.7
1574	180.7
1840.1	198.7
1949.2	240.71
2626.2	327.71
2771.3	344.72
3655.4	385.72
3815.4	471.73
5468.5	691.73
5876.6	810.73
7908.6	916.74
8139.7	1019.7
11016	1295.7
11683	1568.8
15413	2035.8
15722	2125.8
19649	2505.8
19720	2699.8
21244	2723.8
22877	2748.8
23692	2878.8
24521	3020.8
24428	3150.8
24340	3062.8
24156	2908.8
21792	2817.8
20401	2423.8
18246	2330.8
15214	1797.8
13057	1569.8
10428	1362.8
8770.1	1239.8
6366.2	880.84
5561.2	583.84
3982.3	448.84
3414.4	372.85
2397.4	285.85
2089.5	279.86
1478.6	266.86
1356.6	230.87
1015.7	186.87
1370.9	133.7
1442	199.71
1629.1	224.71
1733.1	295.72
2365.2	343.72
2424.3	357.73
3251.3	398.73
3474.4	411.73
4748.5	613.74
4992.5	780.74
7163.6	792.75
7324.7	953.75
9849.8	1092.8
10337	1275.8
13698	1561.8
13833	1699.8
17331	1985.8
17674	2269.8
19070	2364.8
20579	2462.8
21136	2549.8
21701	2639.8
21724	2997.8
21749	2802.8
21761	2646.8
19528	2533.8
17939	2337.8
16112	2139.8
13885	1868.8
11899	1445.8
9375	1232.8
7863.1	917.84
5840.1	807.84
5042.2	579.85
3680.3	477.85
3027.3	337.86
2195.4	283.86
1880.5	243.87
1389.5	188.87
1268.6	177.87
973.67	162.88
1130.9	152.71
1229	206.72
1416	211.72
1537.1	262.72
1971.2	260.73
2017.2	343.73
2544.3	395.74
2915.4	389.74
4052.5	479.75
4196.5	584.75
5529.6	758.76
6237.7	852.76
8468.7	1010.8
8944.8	1149.8
11828	1276.8
11806	1449.8
14918	1608.8
15018	1814.8
16367	2042.8
17836	2289.8
18195	2330.8
18558	2383.8
18595	2595.8
18633	2473.8
18100	2380.8
16890	2110.8
15685	2021.8
13793	1730.8
12178	1640.8
10332	1337.8
8166	1113.8
6775	756.85
5072.1	737.85
4459.2	649.86
3198.2	554.86
2632.3	339.86
1990.4	278.87
1592.4	194.87
1306.5	118.88
1186.6	144.88
856.64	174.89
860.87	228.72
1021.9	198.72
1185	178.73
1338.1	168.73
1574.1	167.74
1721.2	262.74
2055.3	320.75
2393.4	406.75
3442.4	379.75
3625.5	391.76
4342.6	681.76
5113.6	691.77
6994.7	981.77
7500.8	1113.8
9416.8	1245.8
9793.9	1364.8
12046	1461.8
12320	1538.8
13487	1772.8
14751	2026.8
15185	2065.8
15624	2079.8
15590	2062.8
15552	2098.8
14892	2082.8
14197	1778.8
13633	1580.8
11686	1365.8
10101	1149.8
8581.9	1109.8
7017.9	948.85
5747	785.86
4262.1	634.86
3770.1	595.86
2708.2	486.87
2276.3	330.87
1765.3	256.88
1356.4	183.88
1166.5	111.89
1029.5	174.89
720.61	192.89
846.84	191.73
929.91	176.73
1049	184.74
1180	187.74
1356.1	197.75
1590.2	211.75
2083.3	252.75
2169.3	388.76
2869.4	367.76
3157.5	347.77
4266.5	560.77
4396.6	589.78
5887.7	875.78
6283.7	876.78
7146.8	1031.8
8125.9	1198.8
9284.9	1344.8
10545	1361.8
11402	1478.8
12327	1600.8
12768	1698.8
13222	1703.8
13268	1778.8
13315	1856.8
13219	1709.8
12123	1562.8
11528	1410.8
10065	1240.8
8581.8	1080.9
7334.8	859.85
6052.9	797.86
5055	714.86
3762	518.87
3148.1	396.87
2426.2	281.88
1919.2	288.88
1543.3	297.89
1210.4	212.89
1008.4	130.89
834.52	189.9
658.58	120.9
710.81	169.74
735.88	213.74
933.95	62.744
1034	114.75
1253.1	163.75
1334.2	151.76
1798.2	154.76
1814.3	267.77
2444.4	313.77
2483.4	363.78
3598.5	435.78
3651.6	469.78
4953.6	618.79
5069.7	722.79
6697.8	903.8
6818.8	1087.8
7682.9	1146.8
8734	1177.8
9431	1249.8
10181	1323.8
10559	1394.8
